X,Y,OBJECTID,UNITID,LOCATION,USRN,STREET,EASTING,NORTHING,COLHEIGHT,COLMAT,UNIT_TYPE_DESCRIPTION,POSITION_DESCRIPTION,OWNER_DESCRIPTION,UNIT_NO,ASSET_NUMBER,COLTYPE,FAULT_MAINTENANCE_SUPPORT,INCLUDED_ON_ENERGY_REPORT,CMS_CONTROLLED,longitude,latitude
359646,171521.800000001,7436,SL006505,Os72/Op59/Att C25,"4538578",St Lukes Road,359646,171521.8,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T014,21011,NEEDS VERIFICATION,Yes,TRUE,,-2.58199404523186,51.4412407077517
359478.15,176206.810000001,7437,SL147700,O/S 3 W /Downend Rd-(S) (onP1),"4555980",Olveston Road,359478.15,176206.81,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T002,21002,NEEDS VERIFICATION,Yes,TRUE,,-2.58494700108149,51.4833521818709
357955.7,177210.199999999,7438,SL006457,S /Southmead Rd-E NBnd (opP43),"4560353",Henleaze Road,357955.7,177210.2,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T019,21005,LARGE BASE SIGN POST,Yes,TRUE,,-2.60699082121528,51.4922621873953
357918.47,177111.02,7439,SL006672,Opp C39,"4560353",Henleaze Road,357918.47,177111.02,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T025,21007,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.60751523307611,51.4913676884423
362138,176572.6,7440,SL138304,2SJoFrenchay Park/Park Rds-AttC3,"4532725",Broom Hill,362138,176572.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LIGHTING COLUMN 1998,Yes,TRUE,,-2.54668298773486,51.486825826586
362884.43,175921.699999999,7441,SL009626,O/S 16 O/S 16,"4537072",Snowdon Road,362884.43,175921.7,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.53586463662981,51.4810230538931
360636.92,175404.34,7442,SL150460,O/S 2 N /MULLER RD-(E),"4529624",Tackley Road,360636.92,175404.34,5,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21003,LIGHTING COLUMN 2001,Yes,TRUE,,-2.56817000951017,51.4762194194649
362828,174445,7443,SL140803,JN WHITEFIELD ROAD,"4551162",Fernhurst Road,362828,174445,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.53652102690865,51.4677420454727
358871,174734.800000001,7444,SL071362,Opp 2 E /Cheltenham Rd-(S)  (opP1),"4537027",Cromwell Road,358871,174734.8,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59351829319645,51.4700735647297
360628.15,175407.800000001,7445,SL150459,Opp 2 N /MULLER RD-(C),"4529624",Tackley Road,360628.15,175407.8,3,STEEL,SL: Sign,Traffic island,PTSD - HIGHWAYS,T003,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.5682966720842,51.4762499159346
361299.6,174315.800000001,7446,SL137225,O/S 67 North Jo+So23 Devon Rd-On C9,"4551140",Tudor Road,361299.6,174315.8,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LIGHTING COLUMN 1998,Yes,TRUE,,-2.55850886122639,51.4664779628477
360367,170406,7447,SL006343,o/p Greenwood Rd,"4551085",Crossways Road,360367,170406,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T008,21008,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57149477476682,51.4312595900664
358875,174745.1,7448,SL071363,/Cheltenham Rd o/s 2,"4537027",Cromwell Road,358875,174745.1,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.59346191141247,51.4701664650491
360362,170399,7449,SL006342,Greenwood Rd R/bout (Wst side),"4551085",Crossways Road,360362,170399,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T007,21007,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57156590556804,51.4311963021526
360369,170395,7450,SL006341,o/p The Square (adj C14),"4551085",Crossways Road,360369,170395,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T006,21006,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57146476058599,51.4311608272363
358814.7,175105.300000001,7451,SL104508,JN TYNE RD-(N),"4537005",Wolseley Road,358814.7,175105.3,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21003,NON GALV LARGE BASE SIGN POST,Yes,TRUE,,-2.59437221075146,51.4734006547611
360625.46,175409.35,7452,SL150457,N /MULLER RD-(W) (nrP1) (so617),"4529624",Tackley Road,360625.46,175409.35,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.56833557774433,51.4762636640181
360373,170401,7453,SL006340,Greenwood Rd R/bout (Est side),"4551085",Crossways Road,360373,170401,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T005,21005,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57140790114624,51.4312150539871
360452,170427,7454,SL006336,o/p Wellgarth Rd,"4551085",Crossways Road,360452,170427,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T004,21004,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57027445122284,51.4314543445813
358815.6,175096.300000001,7455,SL104507,JN TYNE RD-(S) Att C6,"4537005",Wolseley Road,358815.6,175096.3,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21002,NEEDS VERIFICATION,Yes,TRUE,,-2.59435819876694,51.4733198006603
360448,170420,7456,SL006337,Wellgarth Rd R/bout (Wst side),"4551085",Crossways Road,360448,170420,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T003,21003,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57033119971174,51.4313911271694
360011.5,174314.300000001,7457,SL143740,JN LOWER ASHLEY RD (o/s PUB),"4560371",Conduit Road,360011.5,174314.3,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.5770513098392,51.4663748437584
360032.51,174383.17,7458,SL137768,Att C3,"4560371",Conduit Road,360032.51,174383.17,3,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T003,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.57675666354684,51.4669955659759
360043.5,174413.4,7459,SL137769,Opp 34 JN CONDUIT PLACE,"4560371",Conduit Road,360043.5,174413.4,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.57660188329499,51.4672681488105
360455,170416,7460,SL006338,o/p The Square adj C11,"4551085",Crossways Road,360455,170416,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.57023005534765,51.4313556511738
357529,171923,7461,SL104369,JN GREENWAY BUSH LANE,"4560380",Greenbank Road,357529,171923,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.61249957977564,51.4446923914607
357453.95,171956.66,7462,SL104368,O/S 19A,"4560380",Greenbank Road,357453.95,171956.66,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21003,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.6135834487965,51.4449893694885
357456,172023,7463,SL104891,JN CORONATION RD O/S 213A,"4560380",Greenbank Road,357456,172023,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21004,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.61356192387764,51.4455859906473
359022,175115,7464,SL148222,W /GLOUCESTER RD(onP11)-(N),"4537005",Wolseley Road,359022,175115,0,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LIGHTING COLUMN 2001,Yes,TRUE,,-2.59138871482519,51.4735029816635
360459,170423,7465,SL006339,O/S 114 Opp 101 Wellgarth Rd R/bout (o/p 25),"4551085",Crossways Road,360459,170423,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.57017330674386,51.4314188685398
363498.15,175999.039999999,7466,SL157420,Opp Oldbury Court Road,"4551052",Straits Parade,363498.15,175999.04,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T011,21004,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.52703533769585,51.4817584633817
359881,176950,7467,SL072854,O/S 140 op Berry Lane (onP17),"4536950",Filton Avenue,359881,176950,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T011,21003,NEEDS VERIFICATION,Yes,TRUE,,-2.57923027821526,51.4900629785816
357255,170808,7468,SL072475,opp Ent to Royal Navy Res,"4529217",Winterstoke Road,357255,170808,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T021,21011,LARGE BASE SIGN POST,Yes,TRUE,,-2.61630786576533,51.4346469996977
356634,172637.199999999,7469,SL138658,AttC59-AdjSthEdgeOfLandingStage,"4549701",Hotwell Road,356634,172637.2,0,STEEL,SL: Sign,Middle of pavement/verge,PTSD - HIGHWAYS,T040,21025,NEEDS VERIFICATION,Yes,TRUE,,-2.62546468892419,51.4510457621121
356681.35,172585.439999999,7470,SL138656,AdjC56(OpStatue-on Pa Ro 19 Freeland Pl),"4549701",Hotwell Road,356681.35,172585.44,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T038,21024,LARGE BASE SIGN POST,Yes,TRUE,,-2.62477692854902,51.4505840045102
360340.31,170866.16,7471,SL157565,J/O Woodbridge Road,"4536543",Redcatch Road,360340.31,170866.16,3,STEEL,SL: Sign,Traffic island,PTSD - HIGHWAYS,T018,21011,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57193074204736,51.4353950644028
356677.8,172580.199999999,7472,SL138655,on Gantry near C56,"4549701",Hotwell Road,356677.8,172580.2,0,STEEL,SL: Sign,Gantry Mounted Sign,PTSD - DOCKS,T037,21023,NEEDS VERIFICATION,No,TRUE,,-2.62482736865518,51.450536617792
356674.2,172578.800000001,7473,SL138654,on Gantry near C56,"4549701",Hotwell Road,356674.2,172578.8,0,STEEL,SL: Sign,Gantry Mounted Sign,PTSD - DOCKS,T036,21022,NEEDS VERIFICATION,No,TRUE,,-2.62487900112508,51.4505237538747
359487.88,171085.51,7474,SL145016,/St Johns Ln,"4536543",Redcatch Road,359487.88,171085.51,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T016,21010,LARGE BASE SIGN POST,Yes,TRUE,,-2.5842189320736,51.4373068080281
359728.39,174203.67,7475,SL008499,Att C1,"4567714",Franklyn Lane,359728.39,174203.67,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.58111411667518,51.4653599881309
357295,170803,7476,SL072473,opp /Gores Marsh Road,"4529217",Winterstoke Road,357295,170803,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T019,21010,LARGE BASE SIGN POST,Yes,TRUE,,-2.61573187023925,51.434605079684
356671.3,172577.699999999,7477,SL138653,opp C55 next to Gantry,"4549701",Hotwell Road,356671.3,172577.7,0,STEEL,SL: Sign,Central reservation,PTSD - DOCKS,T035,21021,NEEDS VERIFICATION,No,TRUE,,-2.62492059734758,51.4505136410175
356659,172574.6,7478,SL138652,At C55-3N Jo Bennett Way -NthBnd,"4549701",Hotwell Road,356659,172574.6,0,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T034,21020,NEEDS VERIFICATION,Yes,TRUE,,-2.62509721538102,51.4504848244541
360001,172656,7479,SL071476,On bridge (Oxford St side),"4567970",Gas Lane,360001,172656,5,STEEL,SL: Sign,Attached to building/etc.,PTSD - HIGHWAYS,T003,21003,MOUNTED ON BUILDING/POST,Yes,TRUE,,-2.57701477352325,51.4514637361664
359511,171064,7480,SL006730,/St Johns Crescent,"4536543",Redcatch Road,359511,171064,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T012,21009,LARGE BASE SIGN POST,Yes,TRUE,,-2.58388385144015,51.4371150727177
361161,168426.699999999,7481,SL142086,O/S 22-4 Above C115 Wells Road,"4568081",Gilda Parade,361161,168426.7,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.5598556632266,51.4135181128146
356768,172516,7482,SL138650,/Cabot Way - On Gantry,"4549701",Hotwell Road,356768,172516,0,STEEL,SL: Sign,Gantry Mounted Sign,PTSD - DOCKS,T032,21019,NEEDS VERIFICATION,No,TRUE,,-2.62352150074818,51.4499662955759
361167.63,168365.24,7483,SL150085,Opp 44 Op Building Plot (&Ex Esso Garage),"4568081",Gilda Parade,361167.63,168365.24,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T003,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.55975359498176,51.4129659583911
356767,172511,7484,SL138649,/Cabot Way - On Gantry,"4549701",Hotwell Road,356767,172511,0,STEEL,SL: Sign,Gantry Mounted Sign,PTSD - DOCKS,T031,21018,NEEDS VERIFICATION,No,TRUE,,-2.62353527831626,51.4499212633901
359836.07,170760.140000001,7485,SL152461,Near LC 21,"4536543",Redcatch Road,359836.07,170760.14,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T009A,21008,LARGE BASE SIGN POST,Yes,TRUE,,-2.57917264887093,51.4344062925572
357329.14,170790.810000001,7486,SL072471,Att C16,"4529217",Winterstoke Road,357329.14,170790.81,0,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T017,21009,NEEDS VERIFICATION,Yes,TRUE,,-2.6152393097151,51.434498070395
360091,172001,7487,SL141330,on Railway Bridge,"4524993",Albert Road,360091,172001,0,STEEL,SL: Sign,Attached to building/etc.,PTSD - HIGHWAYS,T008,21005,MOUNTED ON BUILDING/POST,Yes,TRUE,,-2.57564575537785,51.4455808875028
356766,172509,7488,SL138648,/Cabot Way - On Gantry,"4549701",Hotwell Road,356766,172509,0,STEEL,SL: Sign,Gantry Mounted Sign,PTSD - DOCKS,T030,21017,NEEDS VERIFICATION,No,TRUE,,-2.62354942334561,51.4499032045922
356769,172508.800000001,7489,SL138647,opp /Granby Hill,"4549701",Hotwell Road,356769,172508.8,3,STEEL,SL: Sign,Behind wall/fence (P.Property),PTSD - HIGHWAYS,T029,21016,LARGE BASE SIGN POST,Yes,TRUE,,-2.62350622879148,51.4499016359727
359870,170754,7490,SL006740,on Col 20,"4536543",Redcatch Road,359870,170754,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T009,21007,NEEDS VERIFICATION,Yes,TRUE,,-2.57868384213929,51.4343534945601
359148.5,175082.6,7491,SL071672,W /BELMONT RD-EBnd S/O 79,"4568432",Grenville Road,359148.5,175082.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.58956364749417,51.4732208555279
356801.17,172505.18,7492,SL008227,Opp T28 Nr Hope Chapel Hill,"4549701",Hotwell Road,356801.17,172505.18,0,STEEL,SL: Sign,Attached to building/etc.,PTSD - HIGHWAYS,T028A,21015,MOUNTED ON BUILDING/POST,Yes,TRUE,,-2.62304285886096,51.4498715492513
356802.8,172512.6,7493,SL138646,near Stork House,"4549701",Hotwell Road,356802.8,172512.6,3,STEEL,SL: Sign,Middle of pavement/verge,PTSD - HIGHWAYS,T028,21014,LARGE BASE SIGN POST,Yes,TRUE,,-2.62302031114307,51.4499383880434
358193.13,172560.75,7494,SL008119,OPP COL 27,"4562591",Anchor Road,358193.13,172560.75,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T023,21004,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.60301913540782,51.4504760748818
359925,171631.9,7495,SL006549,/Wells Road,"4562609",Angers Road,359925,171631.9,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.57799247278761,51.4422504823548
359662.84,174131.060000001,7496,SL154536,O/S 89 Opp 91 J/O St Nicholas Road,"4534613",Grosvenor Road,359662.84,174131.06,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T003,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.5820493986199,51.4647024407649
359937.5,171634.5,7497,SL145448,/Wells Road,"4562609",Angers Road,359937.5,171634.5,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T003,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.57781292101677,51.4422747470646
359935.7,171638.800000001,7498,SL145449,/Wells Road,"4562609",Angers Road,359935.7,171638.8,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.57783930550537,51.4423132811892
359759.56,172810.77,7499,SL155868,J/O Horton Street,"4562636",Anvil Street,359759.56,172810.77,3,STEEL,SL: Sign,Rear of pavement/verge,DEVELOPER,T001,21001,GALVANISEDLARGE BASE SIGN POST,No,FALSE,,-2.58050675266171,51.4528381379132
356905,171192,7500,SL146015,opp Outbound Carriageway,"4529217",Winterstoke Road,356905,171192,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T100,21032,LARGE BASE SIGN POST,Yes,TRUE,,-2.62138888455053,51.4380727075909
359960,174578,7501,SL144121,SW Crnr Jnc SEVIER ST,"4562874",Ashley Grove Road,359960,174578,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57782263281689,51.4687421583352
359972.8,174654.5,7502,SL139700,JN YORK ST,"4562883",Ashley Parade,359972.8,174654.5,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.57764706219759,51.4694308830808
356927,172185,7503,SL006624,,"4562902",Ashmead Way,356927,172185,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.62119312345959,51.4470023872231
357246.21,170016.960000001,7504,SL105076,Adj Jo Lulsgate Road-Op C7,"4528469",Bridgwater Road,357246.21,170016.96,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.61633888264252,51.4275341938878
356715.23,171628.369999999,7505,SL156208,,"4562911",Ashton Gate Underpass,356715.23,171628.37,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.62417201479392,51.4419814510371
359658.18,174132.75,7506,SL154537,J/O St Nicholas Road,"4534613",Grosvenor Road,359658.18,174132.75,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T004,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.58211667101362,51.4647173028484
359441,176296.9,7507,SL137647,W/ Tortworth Rd (so9),"4555980",Olveston Road,359441,176296.9,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.58549236213724,51.4841594944747
359450,176292.6,7508,SL137648,E/ Tortworth Rd (so11),"4555980",Olveston Road,359450,176292.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.58536225942146,51.4841214803263
360745.8,170708.800000001,7509,SL006538,Side 328 WELLS Rd,"4524311",Priory Road,360745.8,170708.8,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.56607986081216,51.4340084903476
357350.09,174895.859999999,7510,SL137782,W /WESTBURY RD- (N) (onP4WstbryRd),"4530372",Upper Belgrave Road,357350.09,174895.86,3,STEEL,SL: Sign,Traffic island,PTSD - HIGHWAYS,T025,21015,NON GALVANISED STEEL,Yes,TRUE,,-2.61543366675889,51.4714086206152
359576.5,171591.800000001,7511,SL144982,opp Jn Hill Avenue,"4538578",St Lukes Road,359576.5,171591.8,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T013,21010,LARGE BASE SIGN POST,Yes,TRUE,,-2.58300198782103,51.4418650888968
357351.37,174838.16,7512,SL137777,SchoolRd- W/ Westbury Rd-(S) (onP2Wst),"4553461",Whiteladies Road,357351.37,174838.16,3,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T063,21012,LIGHTING COLUMN 2001,Yes,TRUE,,-2.61540824608193,51.470889928953
357347,174850,7513,SL137778,SchoolRd- W/ Westbury Rd-(N),"4553461",Whiteladies Road,357347,174850,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T062,21011,LARGE BASE SIGN POST,Yes,TRUE,,-2.61547259514137,51.4709960533059
351495.84,178163.689999999,7514,SL144344,O/S 6 N /Gloucester Rd -(E),"4556057",Meadow Street,351495.84,178163.69,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.70016333824375,51.5003157371931
364035.91,176200.789999999,7515,SL009476,O/S 73 Opp Dundee Drive,"4551654",Downend Road,364035.91,176200.79,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T005,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.51931224213901,51.4836069625837
360324,174257,7516,SL039293,/Lower Ashley Road,"4559269",Millpond Street,360324,174257,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,NON GALV LARGE BASE SIGN POST,Yes,TRUE,,-2.57254635603418,51.4658817095071
357947.15,177226.77,7517,SL137744,W /Henleaze Rd,"4524180",Eastfield Road,357947.15,177226.77,3,STEEL,SL: Sign,Traffic island,PTSD - HIGHWAYS,T006,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.60711594587022,51.492410529964
360243,174327,7518,SL143833,RHS /M32 Slip Road,"4559269",Millpond Street,360243,174327,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T007,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.57372023840714,51.4665053979129
358284,171466,7519,SL071713,Os No6/Op No3,"4551645",Victoria Place,358284,171466,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.60158291718078,51.4406399565147
360249,174341,7520,SL143835,M32,"4559269",Millpond Street,360249,174341,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T009,21005,LARGE BASE SIGN POST,Yes,TRUE,,-2.5736354424485,51.4666316992013
362414.2,171396.9,7521,SL104650,/Allison Road,"4551580",Allison Road,362414.2,171396.9,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T013,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.54215323234537,51.4403085792959
360230,174338,7522,SL143837,opp /Slip Road,"4559269",Millpond Street,360230,174338,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T011,21007,LARGE BASE SIGN POST,Yes,TRUE,,-2.57390861609757,51.4666033859779
356394.81,171759.1,7523,SL071965,Nth Jo Clanage Road-Op Jo Parklands La,"4529855",Kennel Lodge Road,356394.81,171759.1,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.62879805047727,51.443132168692
354949,176480,7524,SL139951,R/A-  op AVONLEAZE (opP1),"4523815",The Pentagon,354949,176480,3,STEEL,SL: Sign,1M sq Adopted frontage,PTSD - HIGHWAYS,T001,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.65020370836864,51.4854648908354
362415.4,171409.5,7525,SL105008,/School Road,"4551580",Allison Road,362415.4,171409.5,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T012,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.54213730742799,51.4404219485326
362395,171407.6,7526,SL104649,opp /School Road,"4551580",Allison Road,362395,171407.6,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T011,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.54243060717085,51.4404035094085
351632,178471,7527,SL143262,Opp 92 S /St Andrews Gt-NBnd-(W),"4526632",St Andrews Road,351632,178471,0,STEEL,SL: Sign,Front of pavement/verge,DEPT OF TRANS,T017-H,21006,NEEDS VERIFICATION,No,FALSE,,-2.69824430166204,51.5030903646863
361750,171309.300000001,7528,SL104647,Opp 1 /Wick Rd (o/s Library),"4551580",Allison Road,361750,171309.3,3,STEEL,SL: Sign,Middle of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.55169974840482,51.4394764244154
359276.4,167473.5,7529,SL104853,On Column 1,"4529844",Shortwood Walk,359276.4,167473.5,6,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T001,21001,LIGHTING COLUMN 2001,Yes,TRUE,,-2.58684311347627,51.4048154536941
360256,169043,7530,SL104213,/ s/o 106 Tarnock Ave,"4559357",Great Hayles Road,360256,169043,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.57293718410237,51.4189968183476
360288,168902,7531,SL150983,On LC 018,"4559357",Great Hayles Road,360288,168902,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T005,21003,NEEDS VERIFICATION,Yes,TRUE,,-2.57246112455335,51.4177312945893
360320.77,168602.23,7532,SL150984,On LC 027,"4559357",Great Hayles Road,360320.77,168602.23,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T006,21004,LIGHTING COLUMN,Yes,TRUE,,-2.57195628038211,51.4150382587826
360100,174167,7533,SL143888,1.North East of C29,"4518581",Newfoundland Way To M32 Roundabout Junct,360100,174167,0,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T023A,21010,NEEDS VERIFICATION,Yes,TRUE,,-2.57576068369183,51.4650566880972
363743,175991.800000001,7534,SL039518,/Fishponds Road o/s 2,"4537368",Staple Hill Road,363743,175991.8,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T005,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.52350879240772,51.4817091534
