X,Y,OBJECTID,UNITID,LOCATION,USRN,STREET,EASTING,NORTHING,COLHEIGHT,COLMAT,UNIT_TYPE_DESCRIPTION,POSITION_DESCRIPTION,OWNER_DESCRIPTION,UNIT_NO,ASSET_NUMBER,COLTYPE,FAULT_MAINTENANCE_SUPPORT,INCLUDED_ON_ENERGY_REPORT,CMS_CONTROLLED,longitude,latitude
363750.7,176025.199999999,40842,SL000900,OPP THE CROSS HANDS PH,"4551654",Downend Road,363750.7,176025.2,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52340134782263,51.4820099531851
364001.1,176175.5,40843,SL000907,O/S 69 Opp 76 OPP JN STANBURY AVE,"4551654",Downend Road,364001.1,176175.5,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"008",11001.08,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51981094207294,51.4833773562831
364179.2,176281.1,40844,SL000912,OPP JN KIMBERLY RD,"4551654",Downend Road,364179.2,176281.1,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"013",11001.13,LIGHTING COLUMN,Yes,TRUE,true,-2.51725695426639,51.4843381594808
364108.2,176227.800000001,40845,SL000910,O/S 110 OPP JN OVERNDALE RD,"4551654",Downend Road,364108.2,176227.8,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"011",11001.11,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51827397889843,51.4838544169752
363867.7,176084.4,40846,SL000903,O/S 30 OPP JN LAWN AVE,"4551654",Downend Road,363867.7,176084.4,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52172262139293,51.4825497345619
361099.1,170749.800000001,40847,SL001781,O/S 57 O/S 57/59,"4551434",Buller Road,361099.1,170749.8,5,GALVANISED STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,HOCKEY STICK,Yes,TRUE,true,-2.5610022168511,51.4344014970773
361061.1,170784.4,40848,SL001780,O/S 14 Opp 41 Op Jo Knowle Rd,"4551434",Buller Road,361061.1,170784.4,5,GALVANISED STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,HOCKEY STICK,Yes,TRUE,true,-2.5615526801282,51.4347099799311
361031.6,170836.6,40849,SL001779,O/S 15 O/S 15,"4551434",Buller Road,361031.6,170836.6,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.56198282826369,51.4351772887622
361117.3,170711.699999999,40850,SL001782,O/S 71 JN TALBOT ROAD,"4551434",Buller Road,361117.3,170711.7,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.56073619625229,51.4340601836023
357304,178902,40851,SL035074,O/S 203 8S /Crow Ln (R/A)-NBnd opP54,"4550343",Passage Road,357304,178902,12,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"055",11001.42,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61658235931283,51.5074240722737
357279,179044,40852,SL035079,Opp 227 4S /Crow Ln (R/A)-S/Bnd opP61,"4550343",Passage Road,357279,179044,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"060",11001.47,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61695977302671,51.5086988873424
357345,178800,40853,SL035068,1N /Dragonswell Rd(NBnd),"4550343",Passage Road,357345,178800,12,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"050",11001.37,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61597928422247,51.5065101032768
357322.18,177884.67,40854,SL035030,1N /Greystoke Ave,"4550343",Passage Road,357322.18,177884.67,12,STEEL,SL: Street Light,1M sq Adopted frontage,PTSD - HIGHWAYS,"013",11001.01,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61619726928872,51.4982787163392
357327,178800,40855,SL035070,op Dragonswell Rd (SthBnd),"4550343",Passage Road,357327,178800,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"051",11001.38,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61623862417165,51.5065087407672
364143.2,175223.1,40856,SL103406,O/S 10 o/s 9/10,"4550480",Glendale,364143.2,175223.1,6,STEEL,SL: Street Light,Middle of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.5176678545395,51.4748232088107
364107.1,175200.5,40857,SL103405,/Quadrant West,"4550480",Glendale,364107.1,175200.5,6,STEEL,SL: Street Light,Middle of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51818529643018,51.4746177114754
357788.7,175625.800000001,40858,SL007248,LANE RO - 2N /Coldharbour Rd,"4551939",Devonshire Road,357788.7,175625.8,5,STEEL,SL: Street Light,Isol. Footpath-Vehicle Access,PTSD - HIGHWAYS,"022-P",11001.02,RAISE AND LOWER,Yes,TRUE,true,-2.60920654799262,51.4780045360298
360580.3,173566,40859,SL067492,O/S 3 1st OFF CROYDON STREET,"4552273",Walker Close,360580.3,173566,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.56877983431602,51.4596866968303
358925,173448,40860,SL142914,PATH-3W/ Bristol Fashion (opCannon St),"4552305",St James Parade,358925,173448,3,CAST IRON,SL: Street Light,Isol F'path-No Vechicle Access,PTSD - HIGHWAYS,P003,11001.01,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.59259078150631,51.4585074941288
358905,173443,40861,SL142916,3rd from Lower Maudlin Street,"4552305",St James Parade,358905,173443,4,CAST IRON,SL: Street Light,Isol F'path-No Vechicle Access,PTSD - HIGHWAYS,P005,11001.02,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.59287805245392,51.4584610790275
362221.6,170115.9,40862,SL099444,O/S 41 O/S  41,"4551719",Hungerford Crescent,362221.6,170115.9,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,P003,11001.02,PHOSCO RAISE AND LOWER,Yes,TRUE,true,-2.54478694948862,51.428777919491
362139,170137,40863,SL099442,O/S 11 Opp 10 O/S  11/13,"4551719",Hungerford Crescent,362139,170137,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN,Yes,TRUE,true,-2.54597727265561,51.4289621151053
364137,173514,40864,SL140868,Youth Centre,"4550491",Kennard Rise,364137,173514,0,STEEL,SL: Street Light,Isol F'path-No Vechicle Access,PRIVATE,P002,11001.02,NON GALVANISED STEEL,No,TRUE,false,-2.51758256866176,51.4594558521296
364125,173531,40865,SL140867,Youth Centre,"4550491",Kennard Rise,364125,173531,0,STEEL,SL: Street Light,Isol F'path-No Vechicle Access,PRIVATE,P001,11001.01,NON GALVANISED STEEL,No,TRUE,false,-2.51775701457656,51.4596079419219
362908.1,175500.4,40866,SL136377,O/S 1 o/s 1,"4551063",Albert Terrace,362908.1,175500.4,5,GALVANISED STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,HOCKEY STICK,Yes,TRUE,true,-2.5354793945928,51.4772366263942
362961.9,175535.5,40867,SL136379,o/s 14,"4551063",Albert Terrace,362961.9,175535.5,5,GALVANISED STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.02,HOCKEY STICK,Yes,TRUE,true,-2.5347084586596,51.4775557486372
362913.3,175539.1,40868,SL135425,Pa2+So634 Fishponds Rd-middle of La,"4551063",Albert Terrace,362913.3,175539.1,5,STEEL,SL: Street Light,Isol F'path-No Vechicle Access,PTSD - HIGHWAYS,P004,11001.03,PHOSCO RAISE AND LOWER,Yes,TRUE,true,-2.53540860119154,51.477584926675
361287.4,174814.5,40869,SL103658,s/o 14,"4552460",East Park Drive,361287.4,174814.5,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.55873932318489,51.4709609790254
361304,174819,40870,SL103661,O/S 14 end of green (adj 14),"4552460",East Park Drive,361304,174819,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",11001.03,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.55850083287212,51.4710025724067
361296,174784,40871,SL103660,rear of 13 Rosemary Lane,"4552460",East Park Drive,361296,174784,5,STEEL,SL: Street Light,Isol F'path-No Vechicle Access,PTSD - HIGHWAYS,P004,11001.06,RAISE AND LOWER,Yes,TRUE,false,-2.55861215661305,51.470687339236
361293,174839.800000001,40872,SL103657,/East Park,"4552460",East Park Drive,361293,174839.8,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.55866148486852,51.4711888351728
361313.08,174832.27,40873,SL154347,O/S 5,"4552460",East Park Drive,361313.08,174832.27,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.55837156982897,51.4711225035807
361276,174810,40874,SL103659,O/S 17 o/s 17,"4552460",East Park Drive,361276,174810,5,STEEL,SL: Street Light,Isol F'path-No Vechicle Access,PTSD - HIGHWAYS,P003,11001.05,RAISE AND LOWER,Yes,TRUE,true,-2.55890295032048,51.470919740481
358959.78,173759.35,40875,SL004078,J/O Dighton Street,"4552451",King Square Avenue,358959.78,173759.35,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59212646333866,51.4613094935941
359008,173726.199999999,40876,SL066949,opp /Charles Street,"4552451",King Square Avenue,359008,173726.2,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN,Yes,TRUE,true,-2.59142854660464,51.4610149396541
364101,174812.1,40877,SL005176,O/S 9 Opp 8 o/s 9,"4550590",Cherrytree Road,364101,174812.1,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51823344081867,51.4711251260981
364119.8,174849,40878,SL005177,O/S 16 opp /Heathcote Road,"4550590",Cherrytree Road,364119.8,174849,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51796655802728,51.4714580987012
364087.9,174771.300000001,40879,SL005175,O/S 1 o/s 1,"4550590",Cherrytree Road,364087.9,174771.3,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51841786277538,51.4707574498383
364132.8,174889.5,40880,SL005178,O/S 26 Opp 19 o/s 26,"4550590",Cherrytree Road,364132.8,174889.5,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51778353776982,51.4718230705374
358903,178512,40881,SL131085,O/S 48 Opp 49 1S /Royston Wk,"4550600",Pen Park Road,358903,178512,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"028",11001.2,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59349838176366,51.5040364656253
358678,178963.1,40882,SL134219,O/S 154 Opp 129 3S /Homeleaze Rd,"4550600",Pen Park Road,358678,178963.1,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"013",11001.1,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.596792919904,51.5080758448969
358597,179034.1,40883,SL134222,op HOMELEAZE RD,"4550600",Pen Park Road,358597,179034.1,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"010",11001.08,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59796832356122,51.508708257117
358951,178381.1,40884,SL131089,O/S 26 Opp 29 1N /Knighton Rd,"4550600",Pen Park Road,358951,178381.1,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"032",11001.24,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59279156674005,51.5028630418104
358929.1,178442.5,40885,SL131087,O/S 36 Opp 35 1N /STANTON RD,"4550600",Pen Park Road,358929.1,178442.5,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"030",11001.22,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59311424294848,51.5034134938358
358906.6,178474,40886,SL131086,O/S 41 Opp 42 2N /Charfield Rd,"4550600",Pen Park Road,358906.6,178474,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"029",11001.21,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59344207518674,51.5036950702298
358820.8,178697.6,40887,SL131079,1N /Greystoke Av,"4550600",Pen Park Road,358820.8,178697.6,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"022",11001.16,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.59470436152219,51.5056991934224
358416.9,179224.6,40888,SL134229,3S /Charlton Rd,"4550600",Pen Park Road,358416.9,179224.6,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60058580765303,51.5104078065014
358580.2,179067.1,40889,SL134223,Opp 159 1N /Homeleaze Rd,"4550600",Pen Park Road,358580.2,179067.1,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"009",11001.07,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59821427323318,51.5090037290682
358841.4,178654.6,40890,SL131081,Opp 80 1S /Greystoke Av,"4550600",Pen Park Road,358841.4,178654.6,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"024",11001.17,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59440253684257,51.5053140858303
358497.2,179140.699999999,40891,SL134226,1N /Lanercost Rd,"4550600",Pen Park Road,358497.2,179140.7,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"006",11001.05,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59941886432148,51.5096593707287
358975.1,178316.4,40892,SL131091,O/S 20A 1S /Charfield Rd,"4550600",Pen Park Road,358975.1,178316.4,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"034",11001.25,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59243681839663,51.5022830785366
358979.9,173739.199999999,40893,SL066950,Opp 12 opp 12,"4552451",King Square Avenue,358979.9,173739.2,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN,Yes,TRUE,true,-2.59183451784784,51.4611297825096
358754,173060,40894,SL034861,Opp 17 opp Fosters Dinning Rooms,"4552103",Small Street,358754,173060,0,STEEL,SL: Street Light,Attached to building/etc.,PTSD - HIGHWAYS,"003",11001.02,MOUNTED ON BUILDING/POST,Yes,TRUE,false,-2.59500657709887,51.4550063497718
358710,173091,40895,SL034859,opp /Bell  Lane,"4552103",Small Street,358710,173091,0,STEEL,SL: Street Light,Attached to building/etc.,PTSD - HIGHWAYS,"001",11001.01,MOUNTED ON BUILDING/POST,Yes,TRUE,true,-2.59564342765664,51.4552818601832
352300.6,177704.4,40896,SL099937,O/S 5 1N /Portway Service Rd (East),"4552121",Leeming Way,352300.6,177704.4,5,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.68850816989585,51.4962551447978
360461.31,174261.300000001,40897,SL070455,O/S 29 2NEJo Seymour Rd-1SWJo Oxford Pl,"4551957",Blenheim Street,360461.31,174261.3,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.57057024686492,51.4659300145458
360431.29,174241.390000001,40898,SL070456,Opp 24 1NEJo Seymour Rd-2SWJo Oxford Pl,"4551957",Blenheim Street,360431.29,174241.39,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.57100015825628,51.4657488924595
360490,174281.869999999,40899,SL157295,1st from Oxford Place,"4551957",Blenheim Street,360490,174281.87,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.57015955115368,51.4661169760262
358471.9,179166.6,40900,SL134227,2N /Lanercost Rd,"4550600",Pen Park Road,358471.9,179166.6,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"005",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59978646401307,51.5098903772337
358827.3,178721.800000001,40901,SL131078,O/S 96 2N /Greystoke Av,"4550600",Pen Park Road,358827.3,178721.8,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"021",11001.15,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59461354792193,51.5059172503341
358726.5,178910.800000001,40902,SL134217,O/S 144 Opp 117 5S /Homeleaze Rd,"4550600",Pen Park Road,358726.5,178910.8,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"015",11001.11,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59608799395533,51.5076091717962
358767.5,178854.6,40903,SL134215,O/S 128 Opp 103 6N /Greystoke Av,"4550600",Pen Park Road,358767.5,178854.6,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"017",11001.12,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59549068149579,51.5071068805524
358784.3,178825.1,40904,SL131075,O/S 124 Opp 97 5N /Greystoke Av,"4550600",Pen Park Road,358784.3,178825.1,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"018",11001.13,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59524517385257,51.5068428756769
358386,179257,40905,SL134230,2S /Knole Ln & Charlton Rd,"4550600",Pen Park Road,358386,179257,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60103487942327,51.5106968373998
359002.19,178250.119999999,40906,SL131093,O/S 2c Opp 17 2N /Southmead Rd,"4550600",Pen Park Road,359002.19,178250.12,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"036",11001.27,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59203881936107,51.5016891256733
358867.2,178581.800000001,40907,SL131083,O/S 57 Opp 64 1N /Royston Wk,"4550600",Pen Park Road,358867.2,178581.8,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"026",11001.19,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59402231326469,51.5046614253217
358865,178618.300000001,40908,SL131082,O/S 72 Opp 65 2S /Greystoke Av,"4550600",Pen Park Road,358865,178618.3,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"025",11001.18,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59405827936963,51.5049894360007
357377.1,178687.6,40909,SL035062,Opp 183 2N /WestacresCl (SthBnd) opP43,"4550343",Passage Road,357377.1,178687.6,12,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"044",11001.31,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61550320119233,51.5055019522949
357411,178578,40910,SL035057,2S /Westacres Cl (SBnd) opP38,"4550343",Passage Road,357411,178578,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"039",11001.26,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61500154367514,51.5045191095808
357402,178577,40911,SL035056,2S Westacres Cl (NBnd) opP39,"4550343",Passage Road,357402,178577,12,STEEL,SL: Street Light,Central reservation,PTSD - HIGHWAYS,"038",11001.25,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61513108745889,51.5045094386117
357401,178615,40912,SL035059,1S /Westacres Cl (SBnd)opP40,"4550343",Passage Road,357401,178615,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"041",11001.28,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61515008749604,51.5048510181084
357321.4,178185.949999999,40913,SL153330,CyclePath- 3S /CharltonRd(opP20),"4550343",Passage Road,357321.4,178185.95,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,C11,11001.71,PHOSCO RAISE AND LOWER,Yes,TRUE,false,-2.61624496325067,51.5009874418188
357214.69,179186.67,40914,SL147721,R/A - N /Knole Ln -(SBnd),"4550343",Passage Road,357214.69,179186.67,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"068",11001.53,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61790372083753,51.5099767460028
357338.51,178239.84,40915,SL153332,CyclePath- 1S /CharltonRd(opP22),"4550343",Passage Road,357338.51,178239.84,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,C13,11001.73,PHOSCO RAISE AND LOWER,Yes,TRUE,false,-2.61600499565391,51.5014732576694
357386,178600,40916,SL035058,1S /Westacre Cl (NBnd) opP41,"4550343",Passage Road,357386,178600,12,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"040",11001.27,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61536438313154,51.5047150204997
357179.34,179174.210000001,40917,SL147720,R/A - N /Crow Ln -(NBnd),"4550343",Passage Road,357179.34,179174.21,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"067",11001.52,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61841155990991,51.5098620339423
357354,178772,40918,SL035067,N /Brentry Ln (SBnd) opP48,"4550343",Passage Road,357354,178772,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"049",11001.36,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61584622617392,51.5062590386115
357353.05,178306.98,40919,SL035042,2S /Charlton Rd-SBnd,"4550343",Passage Road,357353.05,178306.98,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"024",11001.12,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61580365067775,51.5020780083993
357349.63,178265.85,40920,SL153333,CyclePath- Op NorthoverRd(roP23),"4550343",Passage Road,357349.63,178265.85,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,C14,11001.74,PHOSCO RAISE AND LOWER,Yes,TRUE,false,-2.6158479446677,51.5017079529422
357321,178907,40921,SL035073,Opp 203 8S /Crow Ln (R/A)-SBnd opP55,"4550343",Passage Road,357321,178907,12,STEEL,SL: Street Light,1M sq Adopted frontage,PTSD - HIGHWAYS,"054",11001.41,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61633802799437,51.5074703144446
357347.43,178342.73,40922,SL035045,op Charlton Rd (Nth TheRidgway,"4550343",Passage Road,357347.43,178342.73,12,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"027",11001.15,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.61588894040744,51.5023990088009
357327.29,177909.32,40923,SL151624,CyclePath- 1N /GrestokeAv(roP14),"4550343",Passage Road,357327.29,177909.32,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,C01,11001.61,PHOSCO RAISE AND LOWER,Yes,TRUE,false,-2.61612664033349,51.4985007292613
357403.8,178484.199999999,40924,SL035051,5S /WestacreCl (SthBnd)opP32,"4550343",Passage Road,357403.8,178484.2,12,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"033",11001.21,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61509393935704,51.5036752168988
357385.5,178449.6,40925,SL035049,2nd D/A - N /Charlton Rd,"4550343",Passage Road,357385.5,178449.6,10,STEEL,SL: Street Light,Central reservation,PTSD - HIGHWAYS,"031",11001.19,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61535340308686,51.5033627478593
357380,178653.84,40926,SL035060,Opp 181A 1N /Westacres Cl (D/A),"4550343",Passage Road,357380,178653.84,12,STEEL,SL: Street Light,Central reservation,PTSD - HIGHWAYS,"042",11001.29,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61545733706563,51.5051986380911
